hsk6級,兴高采烈,xing1 gao1 cai3 lie4,得意気
hsk6級,兴隆,Xing1 long2,興隆
hsk6級,兴旺,xing1 wang4,繁栄
hsk6級,刑事,xing2 shi4,犯罪者
hsk6級,形态,xing2 tai4,形状
hsk6級,行政,xing2 zheng4,行政の
hsk6級,性感,xing4 gan3,セクシー
hsk6級,幸好,xing4 hao3,幸いなこと
hsk6級,性命,xing4 ming4,生活
hsk6級,性能,xing4 neng2,演奏
hsk6級,性情,xing4 qing2,気質
hsk6級,兴致勃勃,xing4 zhi4 bo2 bo2,意気揚々
hsk6級,凶恶,xiong1 e4,猛々しい
hsk6級,胸怀,xiong1 huai2,心
hsk6級,凶手,xiong1 shou3,殺人者
hsk6級,胸膛,xiong1 tang2,チェスト
hsk6級,雄厚,xiong2 hou4,強い
hsk6級,羞耻,xiu1 chi3,恥
hsk6級,修复,xiu1 fu4,リペア
hsk6級,修建,xiu1 jian4,築き
hsk6級,修理,xiu1 li3,リペア
hsk6級,修养,xiu1 yang3,トレーニング
hsk6級,绣,xiu4,ししゅうし
hsk6級,嗅觉,xiu4 jue2,鼻
hsk6級,虚假,xu1 jia3,偽
hsk6級,需求,xu1 qiu2,需要
hsk6級,虚荣,xu1 rong2,虚栄
hsk6級,虚伪,xu1 wei3,偽
hsk6級,须知,xu1 zhi1,お知らせ
hsk6級,许可,xu3 ke3,許し
hsk6級,酗酒,xu4 jiu3,アルコール依存症
hsk6級,畜牧,xu4 mu4,畜産
hsk6級,序言,xu4 yan2,序文
hsk6級,宣誓,xuan1 shi4,誓い
hsk6級,宣扬,xuan1 yang2,宣伝し
hsk6級,悬挂,xuan2 gua4,サスペンション
hsk6級,旋律,xuan2 lv4,メロディー
hsk6級,悬念,xuan2 nian4,サスペンス
hsk6級,悬崖峭壁,xuan2 ya2 qiao4 bi4,断崖
hsk6級,旋转,xuan2 zhuan3,回転
hsk6級,选拔,xuan3 ba2,選択
hsk6級,选手,xuan3 shou3,競技者
hsk6級,削弱,xue1 ruo4,弱め
hsk6級,学历,xue2 li4,学歴
hsk6級,学说,xue2 shuo1,理論
hsk6級,学位,xue2 wei4,度
hsk6級,雪上加霜,xue3 shang4 jia1 shuang1,さらに悪いことに
hsk6級,血压,xue4 ya1,血圧
hsk6級,熏陶,xun1 tao2,影響
hsk6級,循环,xun2 huan2,循環
hsk6級,巡逻,xun2 luo2,巡回
hsk6級,寻觅,xun2 mi4,検索
hsk6級,循序渐进,xun2 xu4 jian4 jin4,ステップバイステップ
hsk6級,押金,ya1 jin1,預金
hsk6級,压迫,ya1 po4,弾圧
hsk6級,压岁钱,ya1 sui4 qian2,新年
hsk6級,压缩,ya1 suo1,圧縮
hsk6級,压抑,ya1 yi4,押し下げ
hsk6級,压榨,ya1 zha4,プレス
hsk6級,压制,ya1 zhi4,抑え
hsk6級,亚军,ya4 jun1,次点
hsk6級,烟花爆竹,yan1 hua1 bao4 zhu2,花火
hsk6級,淹没,yan1 mo4,洪水
hsk6級,沿海,yan2 hai3,海岸の
hsk6級,严寒,yan2 han2,冷たい
hsk6級,严禁,yan2 jin4,禁止されてい
hsk6級,严峻,yan2 jun4,厳しい
hsk6級,严厉,yan2 li4,厳しい
hsk6級,言论,yan2 lun4,備考
hsk6級,严密,yan2 mi4,厳密
hsk6級,延期,yan2 qi1,拡張
hsk6級,炎热,yan2 re4,ホット
hsk6級,延伸,yan2 shen1,延ばし
hsk6級,岩石,yan2 shi2,岩
hsk6級,延续,yan2 xu4,続け
hsk6級,演变,yan3 bian4,進化し
hsk6級,掩盖,yan3 gai4,カバー
hsk6級,眼光,yan3 guang1,ビジョン
hsk6級,掩护,yan3 hu4,カバー
hsk6級,演讲,yan3 jiang3,スピーチ
hsk6級,眼色,yan3 se4,有意義一目
hsk6級,眼神,yan3 shen2,視線
hsk6級,掩饰,yan3 shi4,隠し
hsk6級,演习,yan3 xi2,ドリル
hsk6級,眼下,yan3 xia4,今
hsk6級,演绎,yan3 yi4,解釈
hsk6級,演奏,yan3 zou4,遊び
hsk6級,验收,yan4 shou1,受け入れ
hsk6級,厌恶,yan4 wu4,嫌悪
hsk6級,验证,yan4 zheng4,検証
hsk6級,氧气,yang3 qi4,酸素
hsk6級,样品,yang4 pin3,サンプル
hsk6級,摇摆,yao2 bai3,スイング
hsk6級,摇滚,yao2 gun3,岩
hsk6級,摇晃,yao2 huang4,シェイク
hsk6級,遥控,yao2 kong4,リモートコントロール
hsk6級,谣言,yao2 yan2,噂
hsk6級,遥远,yao2 yuan3,遠く
hsk6級,咬牙切齿,yao3 ya2 qie4 chi3,歯牙
hsk6級,要不然,yao4 bu4 ran2,或いは
hsk6級,要点,yao4 dian3,点数
hsk6級,要命,yao4 ming4,とても
hsk6級,要素,yao4 su4,要素
hsk6級,耀眼,yao4 yan3,明るい
hsk6級,野蛮,ye3 man2,野蛮な
hsk6級,野心,ye3 xin1,野心
hsk6級,依次,yi1 ci4,逐次
hsk6級,一度,yi2 du4,一度
hsk6級,一帆风顺,yi4 fan1 feng1 shun4,順風満帆
hsk6級,一贯,yi2 guan4,首尾一貫した
hsk6級,依旧,yi1 jiu4,やはり
hsk6級,一举两得,yi4 ju3 liang3 de2,両方やり
hsk6級,依据,yi1 ju4,基礎
hsk6級,依靠,yi1 kao4,頼り
hsk6級,依赖,yi1 lai4,頼り
hsk6級,一流,yi1 liu2,ファーストクラス
hsk6級,一律,yi2 lv4,全て
hsk6級,一目了然,yi2 mu4 liao3 ran2,一目で
hsk6級,一如既往,yi1 ru2 ji4 wang3,いつものように
hsk6級,衣裳,yi1 shang5,服
hsk6級,一丝不苟,yi4 si1 bu4 gou3,周到
hsk6級,依托,yi1 tuo1,頼り
hsk6級,一向,yi2 xiang4,常にされてい
hsk6級,一再,yi2 zai4,再び
hsk6級,遗产,yi2 chan3,遺産
hsk6級,遗传,yi2 chuan2,遺伝性
hsk6級,疑惑,yi2 huo4,疑い
hsk6級,遗留,yi2 liu2,レガシー
hsk6級,仪器,yi2 qi4,器械
hsk6級,遗失,yi2 shi1,行方不明
hsk6級,仪式,yi2 shi4,式典
hsk6級,以便,yi3 bian4,するためには
hsk6級,以免,yi3 mian3,避けるために、
hsk6級,以往,yi3 wang3,過去において
hsk6級,以至,yi3 zhi4,及び
hsk6級,以致,yi3 zhi4,だから
hsk6級,亦,yi4,さらに
hsk6級,翼,yi4,ウイング
hsk6級,异常,yi4 chang2,異常な
hsk6級,毅力,yi4 li4,根気
hsk6級,意料,yi4 liao4,期待し
hsk6級,毅然,yi4 ran2,断固として
hsk6級,意识,yi4 shi2,意識
hsk6級,意图,yi4 tu2,意図
hsk6級,意味着,yi4 wei4 zhe5,平均値
hsk6級,意向,yi4 xiang4,意図
hsk6級,意志,yi4 zhi4,意志
hsk6級,抑制,yi4 zhi4,抑制
hsk6級,阴谋,yin1 mou2,陰謀
hsk6級,音响,yin1 xiang3,音
hsk6級,隐蔽,yin3 bi4,隠されました
hsk6級,引导,yin3 dao3,ガイド
hsk6級,隐患,yin3 huan4,隠れた危険
hsk6級,隐瞒,yin3 man2,隠し
hsk6級,引擎,yin3 qing2,エンジン
hsk6級,饮食,yin3 shi2,ダイエット
hsk6級,隐私,yin3 si1,プライバシー
hsk6級,引用,yin3 yong4,引用文
hsk6級,隐约,yin3 yue1,気絶
hsk6級,印刷,yin4 shua1,プリント
hsk6級,婴儿,ying1 er2,赤ちゃん
hsk6級,英明,ying1 ming2,賢い
hsk6級,英勇,ying1 yong3,英雄的
hsk6級,盈利,ying2 li4,利益
hsk6級,迎面,ying2 mian4,ヘッド
hsk6級,荧屏,ying2 ping2,画面
hsk6級,应酬,ying4 chou5,礼儀と扱い
hsk6級,应邀,ying4 yao1,招待状には
hsk6級,拥护,yong1 hu4,サポート
hsk6級,庸俗,yong1 su2,低俗
hsk6級,拥有,yong1 you3,持ってい
hsk6級,永恒,yong3 heng2,永遠の
hsk6級,涌现,yong3 xian4,大量に出現
hsk6級,勇于,yong3 yu2,勇気
hsk6級,踊跃,yong3 yue4,熱狂的に
hsk6級,用功,yong4 gong1,勤勉な
hsk6級,用户,yong4 hu4,ユーザー
hsk6級,优胜劣汰,you1 sheng4 lie4 tai4,優勝劣敗
hsk6級,优先,you1 xian1,優先順位
hsk6級,优异,you1 yi4,優れました
hsk6級,忧郁,you1 yu4,悲観的
hsk6級,优越,you1 yue4,有利
hsk6級,油腻,you2 ni4,脂っこい
hsk6級,油漆,you2 qi1,ペイント
hsk6級,犹如,you2 ru2,以下のような
hsk6級,有条不紊,you3 tiao2 bu4 wen3,念入り
hsk6級,诱惑,you4 huo4,アリュール
hsk6級,幼稚,you4 zhi4,幼稚な
hsk6級,愚蠢,yu2 chun3,ばかげました
hsk6級,舆论,yu2 lun4,世論
hsk6級,愚昧,yu2 mei4,無知の
hsk6級,渔民,yu2 min2,漁師
hsk6級,与日俱增,yu3 ri4 ju4 zeng1,増加
hsk6級,羽绒服,yu3 rong2 fu2,ダウン
hsk6級,予以,yu3 yi3,であるために
hsk6級,愈,yu4,癒し
hsk6級,熨,yu4,鉄
hsk6級,预料,yu4 liao4,期待し
hsk6級,预期,yu4 qi1,予想
hsk6級,预赛,yu4 sai4,予備
hsk6級,预算,yu4 suan4,予算
hsk6級,欲望,yu4 wang4,欲望
hsk6級,预先,yu4 xian1,進め
hsk6級,预言,yu4 yan2,預言
hsk6級,寓言,yu4 yan2,寓話
hsk6級,预兆,yu4 zhao4,オーメン
hsk6級,冤枉,yuan1 wang5,不当な扱いを受け
hsk6級,原告,yuan2 gao4,原告
hsk6級,原理,yuan2 li3,原則
hsk6級,园林,yuan2 lin2,ガーデン
hsk6級,圆满,yuan2 man3,成功しました
hsk6級,源泉,yuan2 quan2,水源
hsk6級,原始,yuan2 shi3,オリジナル
hsk6級,元首,yuan2 shou3,国家主席
hsk6級,元素,yuan2 su4,要素
hsk6級,原先,yuan2 xian1,オリジナル
hsk6級,元宵节,Yuan2 xiao1 jie2,盆
hsk6級,约束,yue1 shu4,制約
hsk6級,岳父,yue4 fu4,父
hsk6級,乐谱,yue4 pu3,楽譜
hsk6級,蕴藏,yun4 cang2,ベアーズ
hsk6級,酝酿,yun4 niang4,ブリュー
hsk6級,运算,yun4 suan4,操作
hsk6級,运行,yun4 xing2,ラン
hsk6級,孕育,yun4 yu4,繁殖
hsk6級,砸,za2,スマッシュ
hsk6級,杂技,za2 ji4,曲芸
hsk6級,杂交,za2 jiao1,ハイブリダイゼーション
hsk6級,咋,za3,どのように
hsk6級,灾难,zai1 nan4,災害
hsk6級,栽培,zai1 pei2,養い
hsk6級,宰,zai3,虐殺
hsk6級,在乎,zai4 hu5,ケア
hsk6級,再接再厉,zai4 jie1 zai4 li4,永続的な努力を行い
hsk6級,在意,zai4 yi4,ケア
hsk6級,攒,zan3,組み立て
hsk6級,暂且,zan4 qie3,取りあえず
hsk6級,赞叹,zan4 tan4,賞賛
hsk6級,赞同,zan4 tong2,承認
hsk6級,赞扬,zan4 yang2,賞賛
hsk6級,赞助,zan4 zhu4,スポンサー
hsk6級,遭受,zao1 shou4,苦しみ
hsk6級,糟蹋,zao1 ta4,台無し
hsk6級,遭殃,zao1 yang1,苦しみ
hsk6級,遭遇,zao1 yu4,出会い
hsk6級,造反,zao4 fan3,反乱
hsk6級,造型,zao4 xing2,モデリング
hsk6級,噪音,zao4 yin1,ノイズ
hsk6級,责怪,ze2 guai4,責め
hsk6級,贼,zei2,泥棒
hsk6級,增添,zeng1 tian1,増加
hsk6級,赠送,zeng4 song4,ギフト
hsk6級,渣,zha1,滓
hsk6級,扎,zha1,タイ
hsk6級,扎实,zha1 shi5,固体
hsk6級,眨,zha3,点滅
hsk6級,诈骗,zha4 pian4,踏み倒し
hsk6級,摘要,zhai1 yao4,概要
hsk6級,债券,zhai4 quan4,ボンド
hsk6級,沾光,zhan1 guang1,浸漬
hsk6級,瞻仰,zhan1 yang3,に敬意を払い
hsk6級,斩钉截铁,zhan3 ding1 jie2 tie3,きっぱり
hsk6級,展示,zhan3 shi4,ショー
hsk6級,展望,zhan3 wang4,見通し
hsk6級,展现,zhan3 xian4,ショー
hsk6級,崭新,zhan3 xin1,真新しい
hsk6級,战斗,zhan4 dou4,戦い
hsk6級,占据,zhan4 ju4,占め
hsk6級,占领,zhan4 ling3,占領下
hsk6級,战略,zhan4 lve4,戦略
hsk6級,战术,zhan4 shu4,戦術的な
hsk6級,战役,zhan4 yi4,キャンペーン
hsk6級,占有,zhan4 you3,占め
hsk6級,章程,zhang1 cheng2,憲法
hsk6級,长辈,zhang3 bei4,先輩
hsk6級,障碍,zhang4 ai4,障害物
hsk6級,帐篷,zhang4 peng5,テント
hsk6級,朝气蓬勃,zhao1 qi4 peng2 bo2,活気に満ちました
hsk6級,招收,zhao1 shou1,リクルート
hsk6級,招投标,zhao1 tou2 biao1,入札
hsk6級,着迷,zhao2 mi2,とろけ
hsk6級,沼泽,zhao3 ze2,沼
hsk6級,照料,zhao4 liao4,傾向があり
hsk6級,照样,zhao4 yang4,相変わらず
hsk6級,照耀,zhao4 yao4,輝き
hsk6級,照应,zhao4 ying4,世話をし
hsk6級,遮挡,zhe1 dang3,ブロッキング
hsk6級,折腾,zhe1 teng5,トス
hsk6級,折,zhe2,折り
hsk6級,折磨,zhe2 mo2,苦しめ
hsk6級,珍贵,zhen1 gui4,貴重
hsk6級,侦探,zhen1 tan4,刑事
hsk6級,珍稀,zhen1 xi1,レア
hsk6級,真相,zhen1 xiang4,真実
hsk6級,真挚,zhen1 zhi4,誠実
hsk6級,珍珠,zhen1 zhu1,真珠
hsk6級,斟酌,zhen1 zhuo2,裁量
hsk6級,阵地,zhen4 di4,フロント
hsk6級,镇定,zhen4 ding4,穏やか
hsk6級,振奋,zhen4 fen4,盛り上がり
hsk6級,震惊,zhen4 jing1,ショック
hsk6級,镇静,zhen4 jing4,鎮静
hsk6級,阵容,zhen4 rong2,ラインアップ
hsk6級,振兴,Zhen4 xing1,プロモート
hsk6級,镇压,zhen4 ya1,弾圧
hsk6級,争端,zheng1 duan1,紛争
hsk6級,争夺,zheng1 duo2,戦い
hsk6級,蒸发,zheng1 fa1,蒸発
hsk6級,征服,zheng1 fu2,征服
hsk6級,争气,zheng1 qi4,誤解を解き
hsk6級,征收,zheng1 shou1,コレクション
hsk6級,争先恐后,zheng1 xian1 kong3 hou4,急いで
hsk6級,争议,zheng1 yi4,論争
hsk6級,正月,zheng1 yue4,正月
hsk6級,挣扎,zheng1 zha2,闘い
hsk6級,整顿,zheng3 dun4,合併
hsk6級,正当,zheng4 dang1,ただ
hsk6級,正负,zheng4 fu4,正負
hsk6級,正规,zheng4 gui1,定期的な
hsk6級,正经,zheng4 jing5,深刻
hsk6級,正气,zheng4 qi4,健康的な雰囲気
hsk6級,政权,zheng4 quan2,領域
hsk6級,证实,zheng4 shi2,確かめ
hsk6級,证书,zheng4 shu1,証明書
hsk6級,正义,zheng4 yi4,正義
hsk6級,郑重,zheng4 zhong4,深刻
hsk6級,症状,zheng4 zhuang4,症状
hsk6級,枝,zhi1,ブランチ
hsk6級,支撑,zhi1 cheng1,サポート
hsk6級,支出,zhi1 chu1,支出
hsk6級,脂肪,zhi1 fang2,脂肪
hsk6級,知觉,zhi1 jue2,感知
hsk6級,支流,zhi1 liu2,支流
hsk6級,支配,zhi1 pei4,支配し
hsk6級,支援,zhi1 yuan2,サポート
hsk6級,支柱,zhi1 zhu4,柱
hsk6級,知足常乐,zhi1 zu2 chang2 le4,満足
hsk6級,值班,zhi2 ban1,当直
hsk6級,直播,zhi2 bo1,ライブ
hsk6級,殖民地,zhi2 min2 di4,コロニー
hsk6級,职能,zhi2 neng2,機能
hsk6級,职位,zhi2 wei4,オフィス
hsk6級,职务,zhi2 wu4,ポスト
hsk6級,指标,zhi3 biao1,指数
hsk6級,指定,zhi3 ding4,指定
hsk6級,指甲,zhi3 jia5,爪
hsk6級,指令,zhi3 ling4,命令
hsk6級,指南针,zhi3 nan2 zhen1,コンパス
hsk6級,指示,zhi3 shi4,命令
hsk6級,指望,zhi3 wang4,希望
hsk6級,指责,zhi3 ze2,批判し
hsk6級,治安,zhi4 an1,公共のセキュリティ
hsk6級,制裁,zhi4 cai2,制裁
hsk6級,致辞,zhi4 ci2,スピーチ
hsk6級,制订,zhi4 ding4,策定
hsk6級,制服,zhi4 fu2,制服
hsk6級,治理,zhi4 li3,コントロール
hsk6級,智力,zhi4 li4,インテリジェンス
hsk6級,致力于,zhi4 li4 yu2,にコミット
hsk6級,滞留,zhi4 liu2,保持
hsk6級,智能,zhi4 neng2,インテリジェント
hsk6級,志气,zhi4 qi4,野心
hsk6級,智商,zhi4 shang1,IQ
hsk6級,致使,zhi4 shi3,原因
hsk6級,制约,zhi4 yue1,制限し
hsk6級,制止,zhi4 zhi3,ストップ
hsk6級,忠诚,zhong1 cheng2,忠誠
hsk6級,终点,zhong1 dian3,終了
hsk6級,中断,zhong1 duan4,割り込み
hsk6級,终究,zhong1 jiu1,結局
hsk6級,中立,zhong1 li4,ニュートラル
hsk6級,终年,zhong1 nian2,年間を通して
hsk6級,终身,zhong1 shen1,生涯
hsk6級,忠实,zhong1 shi2,忠実な
hsk6級,衷心,zhong1 xin1,心からの
hsk6級,中央,zhong1 yang1,センター
hsk6級,终止,zhong1 zhi3,終了
hsk6級,肿瘤,zhong3 liu2,腫瘍
hsk6級,种子,zhong3 zi5,シード
hsk6級,种族,zhong3 zu2,レース
hsk6級,众所周知,zhong4 suo3 zhou1 zhi1,誰もが知っている通り
hsk6級,重心,zhong4 xin1,重心
hsk6級,州,zhou1,状態
hsk6級,舟,zhou1,ボート
hsk6級,粥,zhou1,粥
hsk6級,周边,zhou1 bian1,末梢
hsk6級,周密,zhou1 mi4,綿密な
hsk6級,周年,zhou1 nian2,記念日
hsk6級,周期,zhou1 qi1,サイクル
hsk6級,周折,zhou1 zhe2,紆余曲折
hsk6級,周转,zhou1 zhuan3,売上高
hsk6級,皱纹,zhou4 wen2,皺
hsk6級,昼夜,zhou4 ye4,昼夜
hsk6級,株,zhu1,プラント
hsk6級,诸位,zhu1 wei4,諸君
hsk6級,逐年,zhu2 nian2,年がら年中
hsk6級,拄,zhu3,小道具
hsk6級,主办,zhu3 ban4,ホスト
hsk6級,主导,zhu3 dao3,リーディング
hsk6級,主管,zhu3 guan3,担当
hsk6級,主流,zhu3 liu2,主流の
hsk6級,主权,zhu3 quan2,主権
hsk6級,主题,zhu3 ti2,テーマ
hsk6級,助理,zhu4 li3,アシスタント
hsk6級,注射,zhu4 she4,注入
hsk6級,注视,zhu4 shi4,見て
hsk6級,注释,zhu4 shi4,注記
hsk6級,助手,zhu4 shou3,アシスタント
hsk6級,铸造,zhu4 zao4,ファウンドリー
hsk6級,驻扎,zhu4 zha1,四分
hsk6級,住宅,zhu4 zhai2,家
hsk6級,注重,zhu4 zhong4,注意を払い
hsk6級,著作,zhu4 zuo4,ブック
hsk6級,拽,zhuai4,投げ
hsk6級,专长,zhuan1 chang2,専門
hsk6級,专程,zhuan1 cheng2,特別な旅行をしました
hsk6級,专科,zhuan1 ke1,専門家
hsk6級,专利,zhuan1 li4,特許
hsk6級,专题,zhuan1 ti2,特別なトピック
hsk6級,砖瓦,zhuan1 wa3,タイル
hsk6級,转达,zhuan3 da2,伝えるために、
hsk6級,转让,zhuan3 rang4,転送
hsk6級,转移,zhuan3 yi2,転移
hsk6級,转折,zhuan3 zhe2,ポイントを回し
hsk6級,传记,zhuan4 ji4,伝記
hsk6級,装备,zhuang1 bei4,設備
hsk6級,装卸,zhuang1 xie4,荷役
hsk6級,庄严,zhuang1 yan2,厳か
hsk6級,庄重,zhuang1 zhong4,荘重
hsk6級,幢,zhuang4,建物
hsk6級,壮观,zhuang4 guan1,壮観な
hsk6級,壮丽,zhuang4 li4,壮大な
hsk6級,壮烈,zhuang4 lie4,英雄的
hsk6級,追悼,zhui1 dao4,追悼
hsk6級,追究,zhui1 jiu1,調べ
hsk6級,准则,zhun3 ze2,基準
hsk6級,琢磨,zhuo2 mo2,佐藤
hsk6級,着手,zhuo2 shou3,始まり
hsk6級,着想,zhuo2 xiang3,の酒
hsk6級,卓越,zhuo2 yue4,優れました
hsk6級,着重,zhuo2 zhong4,フォーカス
hsk6級,资本,zi1 ben3,首都
hsk6級,资产,zi1 chan3,財産
hsk6級,资深,zi1 shen1,シニア
hsk6級,姿态,zi1 tai4,態度
hsk6級,滋味,zi1 wei4,味
hsk6級,滋长,zi1 zhang3,育ち
hsk6級,资助,zi1 zhu4,助成
hsk6級,子弹,zi3 dan4,弾丸
hsk6級,自卑,zi4 bei1,自己abased
hsk6級,自发,zi4 fa1,自発的
hsk6級,自力更生,zi4 li4 geng1 sheng1,自立
hsk6級,自满,zi4 man3,満足
hsk6級,字母,zi4 mu3,手紙
hsk6級,自主,zi4 zhu3,自主的な
hsk6級,踪迹,zong1 ji4,トレース
hsk6級,棕色,zong1 se4,褐色
hsk6級,宗旨,zong1 zhi3,目的
hsk6級,总而言之,zong3 er2 yan2 zhi1,全体的な
hsk6級,总和,zong3 he2,サム
hsk6級,纵横,zong4 heng2,様相
hsk6級,走廊,zou3 lang2,廊下
hsk6級,走漏,zou3 lou4,漏れ
hsk6級,走私,zou3 si1,密輸
hsk6級,揍,zou4,ビート
hsk6級,租赁,zu1 lin4,リース
hsk6級,足以,zu2 yi3,十分に
hsk6級,组,zu3,グループ
hsk6級,阻碍,zu3 ai4,妨害
hsk6級,祖父,zu3 fu4,祖父
hsk6級,阻拦,zu3 lan2,ストップ
hsk6級,阻挠,zu3 nao2,遮り
hsk6級,钻研,zuan1 yan2,調査
hsk6級,钻石,zuan4 shi2,ダイヤモンド
hsk6級,嘴唇,zui3 chun2,唇
hsk6級,遵循,zun1 xun2,従い
hsk6級,尊严,zun1 yan2,尊厳
hsk6級,左右,zuo3 you4,およそ
hsk6級,作弊,zuo4 bi4,騙し
hsk6級,做东,zuo4 dong1,ホスト
hsk6級,作废,zuo4 fei4,無効
hsk6級,作风,zuo4 feng1,スタイル
hsk6級,作息,zuo4 xi1,日課
hsk6級,座右铭,zuo4 you4 ming2,モットー
hsk6級,做主,zuo4 zhu3,決定を下す
